Origin_Airport,Origin_City,Origin_State,Origin_Country,Destination_Airport,Destination_City,Destination_State,Destination_Country,Airline Name,delay
Will Rogers World,Oklahoma City,OK,USA,Memphis International,Memphis,TN,USA,Pinnacle Airlines Inc.,15602
Miami International,Miami,FL,USA,John F Kennedy Intl,New York,NY,USA,Delta Air Lines Inc.,15598
Adams,Little Rock,AR,USA,Newark Intl,Newark,NJ,USA,Expressjet Airlines Inc.,15596
Boise Air Terminal,Boise,ID,USA,Denver Intl,Denver,CO,USA,Skywest Airlines Inc.,15594
San Jose International,San Jose,CA,USA,Los Angeles International,Los Angeles,CA,USA,American Eagle Airlines Inc.,15590
Albany Cty,Albany,NY,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Delta Air Lines Inc.,15588
Seattle-Tacoma Intl,Seattle,WA,USA,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,American Airlines Inc.,15586
"Baton Rouge Metropolitan, Ryan",Baton Rouge,LA,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Delta Air Lines Inc.,15570
McCarran International,Las Vegas,NV,USA,Phoenix Sky Harbor International,Phoenix,AZ,USA,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),15548
James M Cox Dayton Intl,Dayton,OH,USA,George Bush Intercontinental,Houston,TX,USA,Expressjet Airlines Inc.,15525
Charlotte/Douglas International,Charlotte,NC,USA,Orlando International,Orlando,FL,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),15519
San Antonio International,San Antonio,TX,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Atlantic Southeast Airlines,15518
Seattle-Tacoma Intl,Seattle,WA,USA,San Diego International-Lindbergh,San Diego,CA,USA,Alaska Airlines Inc.,15518
Burlington International,Burlington,VT,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Atlantic Southeast Airlines,15493
John F Kennedy Intl,New York,NY,USA,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,American Airlines Inc.,15456
Burlington International,Burlington,VT,USA,Cincinnati Northern Kentucky Intl,Covington,KY,USA,Comair Inc.,15450
Theodore F Green State,Providence,RI,USA,Charlotte/Douglas International,Charlotte,NC,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),15448
Pittsburgh International,Pittsburgh,PA,USA,LaGuardia,New York,NY,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),15440
Los Angeles International,Los Angeles,CA,USA,Phoenix Sky Harbor International,Phoenix,AZ,USA,Southwest Airlines Co.,15434
Kansas City International,Kansas City,MO,USA,Cincinnati Northern Kentucky Intl,Covington,KY,USA,Delta Air Lines Inc.,15424
Dallas Love,Dallas,TX,USA,Kansas City International,Kansas City,MO,USA,American Eagle Airlines Inc.,15420
McCarran International,Las Vegas,NV,USA,Long Beach (Daugherty ),Long Beach,CA,USA,JetBlue Airways,15416
San Jose International,San Jose,CA,USA,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,American Airlines Inc.,15416
Dane County Regional,Madison,WI,USA,Detroit Metropolitan-Wayne County,Detroit,MI,USA,Northwest Airlines Inc.,15380
Akron-Canton Regional,Akron,OH,USA,Denver Intl,Denver,CO,USA,Frontier Airlines Inc.,15377
Cleveland-Hopkins Intl,Cleveland,OH,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Expressjet Airlines Inc.,15376
Santa Barbara Municipal,Santa Barbara,CA,USA,Denver Intl,Denver,CO,USA,Skywest Airlines Inc.,15372
Indianapolis International,Indianapolis,IN,USA,Chicago O'Hare International,Chicago,IL,USA,American Airlines Inc.,15370
San Diego International-Lindbergh,San Diego,CA,USA,McCarran International,Las Vegas,NV,USA,Southwest Airlines Co.,15344
John F Kennedy Intl,New York,NY,USA,Greater Rochester Int'l,Rochester,NY,USA,Comair Inc.,15340
John F Kennedy Intl,New York,NY,USA,Cincinnati Northern Kentucky Intl,Covington,KY,USA,Comair Inc.,15322
Tulsa International,Tulsa,OK,USA,George Bush Intercontinental,Houston,TX,USA,Expressjet Airlines Inc.,15300
Adams,Little Rock,AR,USA,Dallas Love,Dallas,TX,USA,Southwest Airlines Co.,15270
Manchester,Manchester,NH,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Comair Inc.,15270
LaGuardia,New York,NY,USA,Charlotte/Douglas International,Charlotte,NC,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),15266
Tampa International,Tampa,FL,USA,Philadelphia Intl,Philadelphia,PA,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),15266
Cleveland-Hopkins Intl,Cleveland,OH,USA,Chicago O'Hare International,Chicago,IL,USA,Skywest Airlines Inc.,15265
John F Kennedy Intl,New York,NY,USA,Salt Lake City Intl,Salt Lake City,UT,USA,Delta Air Lines Inc.,15262
Newark Intl,Newark,NJ,USA,Pittsburgh International,Pittsburgh,PA,USA,Expressjet Airlines Inc.,15254
Cleveland-Hopkins Intl,Cleveland,OH,USA,Gen Edw L Logan Intl,Boston,MA,USA,Continental Air Lines Inc.,15234
LaGuardia,New York,NY,USA,Palm Beach International,West Palm Beach,FL,USA,JetBlue Airways,15226
Newark Intl,Newark,NJ,USA,McCarran International,Las Vegas,NV,USA,Continental Air Lines Inc.,15226
Billings Logan Intl,Billings,MT,USA,Minneapolis-St Paul Intl,Minneapolis,MN,USA,Northwest Airlines Inc.,15210
Will Rogers World,Oklahoma City,OK,USA,Denver Intl,Denver,CO,USA,United Air Lines Inc.,15208
Orlando International,Orlando,FL,USA,Cincinnati Northern Kentucky Intl,Covington,KY,USA,Delta Air Lines Inc.,15204
Pittsburgh International,Pittsburgh,PA,USA,Chicago O'Hare International,Chicago,IL,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),15190
Duluth International,Duluth,MN,USA,Minneapolis-St Paul Intl,Minneapolis,MN,USA,Northwest Airlines Inc.,15185
Springfield-Branson Regional,Springfield,MO,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Atlantic Southeast Airlines,15158
Wichita Mid-Continent,Wichita,KS,USA,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,American Eagle Airlines Inc.,15140
Newark Intl,Newark,NJ,USA,James M Cox Dayton Intl,Dayton,OH,USA,Expressjet Airlines Inc.,15110
San Francisco International,San Francisco,CA,USA,Newark Intl,Newark,NJ,USA,United Air Lines Inc.,15096
Phoenix Sky Harbor International,Phoenix,AZ,USA,Detroit Metropolitan-Wayne County,Detroit,MI,USA,Northwest Airlines Inc.,15082
McCarran International,Las Vegas,NV,USA,Denver Intl,Denver,CO,USA,Frontier Airlines Inc.,15044
Orlando International,Orlando,FL,USA,LaGuardia,New York,NY,USA,American Airlines Inc.,15044
John F Kennedy Intl,New York,NY,USA,Washington Dulles International,Chantilly,VA,USA,Mesa Airlines Inc.,15042
Chicago Midway,Chicago,IL,USA,Detroit Metropolitan-Wayne County,Detroit,MI,USA,Northwest Airlines Inc.,15038
John F Kennedy Intl,New York,NY,USA,Gen Edw L Logan Intl,Boston,MA,USA,American Eagle Airlines Inc.,15002
LaGuardia,New York,NY,USA,Port Columbus Intl,Columbus,OH,USA,Comair Inc.,15000
Chicago O'Hare International,Chicago,IL,USA,Ted Stevens Anchorage International,Anchorage,AK,USA,Alaska Airlines Inc.,14990
Chicago O'Hare International,Chicago,IL,USA,Lehigh Valley International,Allentown,PA,USA,Mesa Airlines Inc.,14982
Tucson International,Tucson,AZ,USA,George Bush Intercontinental,Houston,TX,USA,Continental Air Lines Inc.,14978
Charlotte/Douglas International,Charlotte,NC,USA,LaGuardia,New York,NY,USA,American Eagle Airlines Inc.,14976
John Wayne /Orange Co,Santa Ana,CA,USA,Portland Intl,Portland,OR,USA,Alaska Airlines Inc.,14976
John Wayne /Orange Co,Santa Ana,CA,USA,Metropolitan Oakland International,Oakland,CA,USA,Alaska Airlines Inc.,14974
Bradley International,Windsor Locks,CT,USA,Detroit Metropolitan-Wayne County,Detroit,MI,USA,Northwest Airlines Inc.,14927
Imperial County,Imperial,CA,USA,Los Angeles International,Los Angeles,CA,USA,Skywest Airlines Inc.,14916
Orlando International,Orlando,FL,USA,Raleigh-Durham International,Raleigh,NC,USA,Comair Inc.,14906
LaGuardia,New York,NY,USA,Greenville-Spartanburg,Greer,SC,USA,Comair Inc.,14898
Sacramento International,Sacramento,CA,USA,McCarran International,Las Vegas,NV,USA,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),14892
Piedmont Triad International,Greensboro,NC,USA,Chicago O'Hare International,Chicago,IL,USA,Mesa Airlines Inc.,14887
Charleston AFB/International,Charleston,SC,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Atlantic Southeast Airlines,14872
John F Kennedy Intl,New York,NY,USA,Portland International Jetport,Portland,ME,USA,JetBlue Airways,14858
LaGuardia,New York,NY,USA,Ronald Reagan Washington National,Arlington,VA,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),14857
McCarran International,Las Vegas,NV,USA,Salt Lake City Intl,Salt Lake City,UT,USA,Skywest Airlines Inc.,14846
Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,Chicago O'Hare International,Chicago,IL,USA,United Air Lines Inc.,14824
Orlando International,Orlando,FL,USA,Chicago O'Hare International,Chicago,IL,USA,American Airlines Inc.,14820
Seattle-Tacoma Intl,Seattle,WA,USA,Salt Lake City Intl,Salt Lake City,UT,USA,Delta Air Lines Inc.,14802
San Antonio International,San Antonio,TX,USA,William P Hobby,Houston,TX,USA,Southwest Airlines Co.,14796
Will Rogers World,Oklahoma City,OK,USA,Newark Intl,Newark,NJ,USA,Expressjet Airlines Inc.,14788
Memphis International,Memphis,TN,USA,Minneapolis-St Paul Intl,Minneapolis,MN,USA,Northwest Airlines Inc.,14786
San Francisco International,San Francisco,CA,USA,Santa Barbara Municipal,Santa Barbara,CA,USA,Skywest Airlines Inc.,14758
Newark Intl,Newark,NJ,USA,Washington Dulles International,Chantilly,VA,USA,Independence Air,14748
James M Cox Dayton Intl,Dayton,OH,USA,Chicago O'Hare International,Chicago,IL,USA,United Air Lines Inc.,14746
Akron-Canton Regional,Akron,OH,USA,Chicago O'Hare International,Chicago,IL,USA,Skywest Airlines Inc.,14735
Raleigh-Durham International,Raleigh,NC,USA,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,American Airlines Inc.,14730
Ronald Reagan Washington National,Arlington,VA,USA,Gen Edw L Logan Intl,Boston,MA,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),14722
Washington Dulles International,Chantilly,VA,USA,John F Kennedy Intl,New York,NY,USA,Comair Inc.,14718
William P Hobby,Houston,TX,USA,LaGuardia,New York,NY,USA,American Airlines Inc.,14708
Chicago Midway,Chicago,IL,USA,Newark Intl,Newark,NJ,USA,ATA Airlines d/b/a ATA,14700
Will Rogers World,Oklahoma City,OK,USA,Denver Intl,Denver,CO,USA,Skywest Airlines Inc.,14696
Metropolitan Oakland International,Oakland,CA,USA,Los Angeles International,Los Angeles,CA,USA,Southwest Airlines Co.,14648
Nashville International,Nashville,TN,USA,Chicago O'Hare International,Chicago,IL,USA,Independence Air,14635
San Francisco International,San Francisco,CA,USA,Modesto City-County-Harry Sham,Modesto,CA,USA,Skywest Airlines Inc.,14604
Newark Intl,Newark,NJ,USA,Burlington International,Burlington,VT,USA,Expressjet Airlines Inc.,14584
Yuma MCAS-Yuma International,Yuma,AZ,USA,Los Angeles International,Los Angeles,CA,USA,Skywest Airlines Inc.,14572
Metropolitan Oakland International,Oakland,CA,USA,George Bush Intercontinental,Houston,TX,USA,Continental Air Lines Inc.,14570
Seattle-Tacoma Intl,Seattle,WA,USA,Salt Lake City Intl,Salt Lake City,UT,USA,Skywest Airlines Inc.,14564
San Francisco International,San Francisco,CA,USA,John Wayne /Orange Co,Santa Ana,CA,USA,United Air Lines Inc.,14560
Chicago Midway,Chicago,IL,USA,Minneapolis-St Paul Intl,Minneapolis,MN,USA,AirTran Airways Corporation,14558
Portland Intl,Portland,OR,USA,Denver Intl,Denver,CO,USA,United Air Lines Inc.,14548
Chicago O'Hare International,Chicago,IL,USA,Tampa International,Tampa,FL,USA,United Air Lines Inc.,14540
Southwest Florida International,Ft. Myers,FL,USA,Cincinnati Northern Kentucky Intl,Covington,KY,USA,Comair Inc.,14530
Southwest Florida International,Ft. Myers,FL,USA,Minneapolis-St Paul Intl,Minneapolis,MN,USA,Northwest Airlines Inc.,14516
Manchester,Manchester,NH,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Delta Air Lines Inc.,14502
Metropolitan Oakland International,Oakland,CA,USA,John F Kennedy Intl,New York,NY,USA,JetBlue Airways,14472
Albuquerque International,Albuquerque,NM,USA,Denver Intl,Denver,CO,USA,United Air Lines Inc.,14470
McCarran International,Las Vegas,NV,USA,Ontario International,Ontario,CA,USA,Southwest Airlines Co.,14468
Jackson Hole,Jackson,WY,USA,Salt Lake City Intl,Salt Lake City,UT,USA,Skywest Airlines Inc.,14464
Columbia Metropolitan,Columbia,SC,USA,Cincinnati Northern Kentucky Intl,Covington,KY,USA,Atlantic Southeast Airlines,14445
General Mitchell International,Milwaukee,WI,USA,Denver Intl,Denver,CO,USA,Frontier Airlines Inc.,14436
Memphis International,Memphis,TN,USA,Detroit Metropolitan-Wayne County,Detroit,MI,USA,Northwest Airlines Inc.,14422
Bismarck Municipal,Bismarck,ND,USA,Denver Intl,Denver,CO,USA,Skywest Airlines Inc.,14421
James M Cox Dayton Intl,Dayton,OH,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,AirTran Airways Corporation,14421
Chicago O'Hare International,Chicago,IL,USA,Minneapolis-St Paul Intl,Minneapolis,MN,USA,Northwest Airlines Inc.,14398
Gen Edw L Logan Intl,Boston,MA,USA,Newark Intl,Newark,NJ,USA,American Eagle Airlines Inc.,14396
Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,Cincinnati Northern Kentucky Intl,Covington,KY,USA,Comair Inc.,14390
Albert J Ellis,Jacksonville,NC,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Atlantic Southeast Airlines,14376
John F Kennedy Intl,New York,NY,USA,Charlotte/Douglas International,Charlotte,NC,USA,Mesa Airlines Inc.,14372
Wichita Mid-Continent,Wichita,KS,USA,Denver Intl,Denver,CO,USA,Skywest Airlines Inc.,14362
Detroit Metropolitan-Wayne County,Detroit,MI,USA,Los Angeles International,Los Angeles,CA,USA,Northwest Airlines Inc.,14358
Miami International,Miami,FL,USA,LaGuardia,New York,NY,USA,American Airlines Inc.,14324
Seattle-Tacoma Intl,Seattle,WA,USA,Chicago O'Hare International,Chicago,IL,USA,American Airlines Inc.,14324
Gen Edw L Logan Intl,Boston,MA,USA,Washington Dulles International,Chantilly,VA,USA,Mesa Airlines Inc.,14320
Gen Edw L Logan Intl,Boston,MA,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,AirTran Airways Corporation,14313
George Bush Intercontinental,Houston,TX,USA,Phoenix Sky Harbor International,Phoenix,AZ,USA,Continental Air Lines Inc.,14292
Syracuse-Hancock Intl,Syracuse,NY,USA,Cincinnati Northern Kentucky Intl,Covington,KY,USA,Comair Inc.,14278
Myrtle Beach International,Myrtle Beach,SC,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Atlantic Southeast Airlines,14252
Norfolk International,Norfolk,VA,USA,Chicago O'Hare International,Chicago,IL,USA,Skywest Airlines Inc.,14242
Cleveland-Hopkins Intl,Cleveland,OH,USA,Los Angeles International,Los Angeles,CA,USA,Continental Air Lines Inc.,14236
Los Angeles International,Los Angeles,CA,USA,Sacramento International,Sacramento,CA,USA,United Air Lines Inc.,14220
Will Rogers World,Oklahoma City,OK,USA,George Bush Intercontinental,Houston,TX,USA,Continental Air Lines Inc.,14220
Orlando International,Orlando,FL,USA,Bradley International,Windsor Locks,CT,USA,Delta Air Lines Inc.,14200
Philadelphia Intl,Philadelphia,PA,USA,Jacksonville International,Jacksonville,FL,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),14200
Seattle-Tacoma Intl,Seattle,WA,USA,Spokane Intl,Spokane,WA,USA,Skywest Airlines Inc.,14198
Louisville International-Standiford,Louisville,KY,USA,Washington Dulles International,Chantilly,VA,USA,Independence Air,14194
LaGuardia,New York,NY,USA,Portland International Jetport,Portland,ME,USA,Comair Inc.,14178
Springfield-Branson Regional,Springfield,MO,USA,Chicago O'Hare International,Chicago,IL,USA,American Eagle Airlines Inc.,14166
Newark Intl,Newark,NJ,USA,Birmingham International,Birmingham,AL,USA,Expressjet Airlines Inc.,14150
Newark Intl,Newark,NJ,USA,Baltimore-Washington International,Baltimore,MD,USA,Expressjet Airlines Inc.,14148
Seattle-Tacoma Intl,Seattle,WA,USA,Sacramento International,Sacramento,CA,USA,Alaska Airlines Inc.,14128
Chicago O'Hare International,Chicago,IL,USA,John Wayne /Orange Co,Santa Ana,CA,USA,United Air Lines Inc.,14120
Denver Intl,Denver,CO,USA,George Bush Intercontinental,Houston,TX,USA,Continental Air Lines Inc.,14112
Portland International Jetport,Portland,ME,USA,Philadelphia Intl,Philadelphia,PA,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),14110
Philadelphia Intl,Philadelphia,PA,USA,Orlando International,Orlando,FL,USA,AirTran Airways Corporation,14088
George Bush Intercontinental,Houston,TX,USA,Cleveland-Hopkins Intl,Cleveland,OH,USA,Continental Air Lines Inc.,14086
Kansas City International,Kansas City,MO,USA,Nashville International,Nashville,TN,USA,Southwest Airlines Co.,14076
Indianapolis International,Indianapolis,IN,USA,Cleveland-Hopkins Intl,Cleveland,OH,USA,Expressjet Airlines Inc.,14052
Raleigh-Durham International,Raleigh,NC,USA,George Bush Intercontinental,Houston,TX,USA,Continental Air Lines Inc.,14046
Newark Intl,Newark,NJ,USA,Memphis International,Memphis,TN,USA,Expressjet Airlines Inc.,14030
San Francisco International,San Francisco,CA,USA,John F Kennedy Intl,New York,NY,USA,American Airlines Inc.,14018
San Francisco International,San Francisco,CA,USA,Fresno Yosemite International,Fresno,CA,USA,Skywest Airlines Inc.,14006
Gen Edw L Logan Intl,Boston,MA,USA,Baltimore-Washington International,Baltimore,MD,USA,Comair Inc.,13997
Theodore F Green State,Providence,RI,USA,Detroit Metropolitan-Wayne County,Detroit,MI,USA,Northwest Airlines Inc.,13986
Manchester,Manchester,NH,USA,Baltimore-Washington International,Baltimore,MD,USA,Southwest Airlines Co.,13980
Portland Intl,Portland,OR,USA,Sacramento International,Sacramento,CA,USA,Southwest Airlines Co.,13964
Tampa International,Tampa,FL,USA,Chicago O'Hare International,Chicago,IL,USA,United Air Lines Inc.,13958
Quad City,Moline,IL,USA,Chicago O'Hare International,Chicago,IL,USA,Skywest Airlines Inc.,13952
John F Kennedy Intl,New York,NY,USA,Metropolitan Oakland International,Oakland,CA,USA,JetBlue Airways,13950
Tampa International,Tampa,FL,USA,Gen Edw L Logan Intl,Boston,MA,USA,Delta Air Lines Inc.,13950
LaGuardia,New York,NY,USA,Ronald Reagan Washington National,Arlington,VA,USA,American Eagle Airlines Inc.,13928
Orlando International,Orlando,FL,USA,Cleveland-Hopkins Intl,Cleveland,OH,USA,Continental Air Lines Inc.,13886
Lambert-St Louis International,St Louis,MO,USA,Phoenix Sky Harbor International,Phoenix,AZ,USA,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),13884
Cincinnati Northern Kentucky Intl,Covington,KY,USA,LaGuardia,New York,NY,USA,Delta Air Lines Inc.,13878
Orlando International,Orlando,FL,USA,Denver Intl,Denver,CO,USA,United Air Lines Inc.,13856
Wichita Mid-Continent,Wichita,KS,USA,Chicago O'Hare International,Chicago,IL,USA,Independence Air,13846
McCarran International,Las Vegas,NV,USA,Palm Springs International,Palm Springs,CA,USA,Skywest Airlines Inc.,13840
